Mood,song_name,song_uri,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Focus,One Step,spotify:track:3TR4OoqzX947WgOxG1d5F3,Sounds of Ellinia,54,0.499,0.218,11,-17.352,1,0.037,0.863,0.903,0.111,0.172,140.109,144857
Focus,Tempestade,spotify:track:5r9fTbn6YZVxHKaU4Rze3t,Philó,54,0.482,0.0432,5,-23.186,1,0.0316,0.935,0.856,0.111,0.0775,75.033,167582
Focus,Junifer,spotify:track:2O6ok8mA213SiKlHD3yOPt,The Aiko,54,0.496,0.134,3,-15.87,1,0.0293,0.984,0.936,0.107,0.0537,64.96,136765
Focus,Epoque,spotify:track:0WUmEgNPYXDCe8zwecTlYk,ARCADIA,54,0.559,0.176,4,-15.088,0,0.0325,0.298,0.856,0.181,0.0473,106.999,125607
Focus,sox,spotify:track:2MQhJVwdsmdfG5qK96tEHH,Stones Sailing,54,0.454,0.0699,4,-20.839,0,0.0516,0.264,0.889,0.108,0.0858,64.443,174753
Focus,Fill Up The Sky,spotify:track:1UdPbtn1tr1fm1d0FcrgAg,Eroded Sky,53,0.668,0.122,1,-17.167,0,0.0539,0.279,0.473,0.0883,0.433,120.07,205000
Focus,Dig Deeper,spotify:track:41GmT2g8MpZ5F9IKbzVAc8,Dreams Ahead,53,0.548,0.0525,6,-21.708,0,0.0472,0.86,0.672,0.0865,0.135,73.959,139567
Focus,phosphorescence,spotify:track:2g7oWQYXIurU5x2YtMAC7H,Garden Collective,53,0.454,0.119,11,-21.969,1,0.0305,0.964,0.905,0.11,0.104,75.959,146496
Focus,Wheel of Zodiac,spotify:track:5Uj3rUYghH7vcKl5IiitWC,Spaced Out Dreams,53,0.296,0.0604,7,-19.685,1,0.0393,0.971,0.896,0.111,0.15,81.874,135417
Focus,daffodils,spotify:track:1t2lWnGFqsejjpEUIoziKU,Tall Towers,53,0.378,0.0684,8,-19.494,1,0.0413,0.985,0.915,0.107,0.134,77.328,145603
Focus,you're just visiting,spotify:track:7rsRqxM1uneTiTKVjcxfPv,The Field Tapes,54,0.448,0.0722,0,-20.913,1,0.0409,0.5,0.724,0.075,0.22,110.018,106290
Focus,Midnight Land,spotify:track:1bUiyTithUxLGEMZ2RD8US,Akustique,53,0.665,0.12,9,-20.333,0,0.0358,0.925,0.899,0.111,0.147,99.958,141613
Focus,Fox Mountain,spotify:track:7AhQiikvGQzcr2Kpb74fLG,Alderville,53,0.394,0.0985,5,-22.02,1,0.0338,0.92,0.875,0.142,0.105,139.833,145286
Focus,Feathers In The Sky,spotify:track:4Bl2bWpteL5TFmqQ22IQXp,Agnes Lundh,53,0.552,0.109,5,-19.68,0,0.0326,0.98,0.944,0.119,0.0847,92.038,143579
Focus,World Above,spotify:track:6lCPEra6l4YkPkXVZeFqeT,Echo Ark,53,0.634,0.306,11,-18.009,0,0.0353,0.981,0.949,0.106,0.279,71.015,155574
Focus,Am I Dreaming,spotify:track:7zVTz5fDa8AfRfGdnXou3m,Josef Briem,53,0.632,0.0535,9,-19.569,0,0.0378,0.984,0.909,0.115,0.189,85.004,162126
Focus,Second Chances,spotify:track:7IbbjapJhOwteSxyMjWOLB,Spaced Out Dreams,53,0.354,0.129,0,-18.357,1,0.0356,0.913,0.921,0.0827,0.0762,70.841,160684
Focus,save the date,spotify:track:0MeFxDLrLaw3n0sSjIXYvn,Shape Of Our Dreams,52,0.699,0.0356,2,-20.645,0,0.0432,0.965,0.925,0.113,0.326,97.045,164454
Focus,center of mass,spotify:track:6opcJWSYfidSOyn8bQlTlK,Far & Beyond,52,0.6,0.0793,2,-20.648,1,0.0372,0.92,0.929,0.117,0.116,89.907,144209
Focus,lone cowboy,spotify:track:5UZdpqf1F4fvDqvGYC2sRt,Astronaut In The Desert,53,0.255,0.00954,2,-27.838,1,0.04,0.99,0.806,0.0992,0.225,71.052,155077
Focus,The Object at Hand,spotify:track:0sm2PC8NP8L0J2sxPJwKvA,Joy Parade,52,0.607,0.124,9,-18.633,0,0.0329,0.945,0.839,0.113,0.0805,97.094,139212
Focus,In Due Time,spotify:track:433T7mnFe3pkrTZfnYtq7A,Tall Towers,52,0.421,0.059,2,-22.33,0,0.0384,0.934,0.888,0.115,0.158,75.984,135599
Focus,Nuraxi,spotify:track:0jgfH1TWoXIC0Qk5x0Uerw,PLACID,52,0.484,0.316,2,-11.538,1,0.0367,0.0603,0.885,0.145,0.0385,107.156,103178
Focus,"ready, steady, go",spotify:track:4mQEVCbtbQuiOYouVR0fcs,Hers Lake,52,0.611,0.0622,4,-21.731,0,0.0379,0.95,0.928,0.111,0.0602,73.04,147558
Focus,Beginnings,spotify:track:2o41jDa4T0QKF9804tqyka,Melvin Barker,52,0.243,0.0727,3,-22.296,1,0.0297,0.857,0.874,0.107,0.151,81.579,222992
Focus,Tidal Waves,spotify:track:3YTZyDywwVOWOXw2d970Dx,Isaak Young,52,0.597,0.115,7,-18.215,1,0.0373,0.954,0.923,0.11,0.13,97.044,190820
Focus,Frozen Lakes,spotify:track:0acEauszFAvCGw9cNF0kZM,Imber Sun,52,0.426,0.101,7,-18.238,0,0.0367,0.962,0.943,0.109,0.0626,78.734,166891
Focus,Staring into Infinity,spotify:track:0Mjbx4mfOH02A9xmUE3F40,Far & Beyond,52,0.516,0.108,0,-20.004,1,0.042,0.962,0.907,0.11,0.116,76.987,155225
Focus,Break Through,spotify:track:02Nyn3a2nHssi9rNg3jkdL,Sounds of Ellinia,52,0.534,0.0458,4,-23.414,0,0.0372,0.99,0.941,0.104,0.0405,129.818,155077
Focus,Neon White,spotify:track:7GuN1Fddm0hCfppgIDUArP,Dance Of Centuries,52,0.311,0.0541,2,-21.289,1,0.0486,0.994,0.926,0.112,0.281,59.549,139072
Focus,Number Games,spotify:track:2ZSCtZBMhLuINrMNF23v2e,Haltura Arnadottir,52,0.584,0.0374,7,-22.862,1,0.0418,0.969,0.884,0.112,0.173,116.88,167525
Focus,remembrance,spotify:track:5NFybpngup7caMPSMiJ5ZO,Dreams Ahead,52,0.461,0.0611,0,-20.555,1,0.044,0.962,0.93,0.112,0.133,120.815,195122
Focus,Are You Up,spotify:track:3xXQCt1vfzNEOndrrNWAZR,Agnes Lundh,51,0.597,0.127,5,-17.192,0,0.037,0.991,0.929,0.126,0.135,70.051,152597
Focus,waveforms,spotify:track:2dwLTY84vCeubyM0jM0nXH,Joy Parade,51,0.389,0.181,10,-18.82,1,0.0297,0.874,0.905,0.116,0.111,73.869,163232
Focus,miniature things,spotify:track:3kKwXt8TAU7wMCPIPCrzkI,Tall Towers,51,0.487,0.143,0,-17.674,1,0.04,0.981,0.904,0.115,0.16,73.548,143872
Focus,Abroad and Overseas,spotify:track:23sRVWvfwWdagkqC95eS6n,Imala Zir,51,0.348,0.0549,4,-21.011,0,0.0358,0.989,0.92,0.108,0.237,76.177,168185
